time,word,cate,v,a
3/7/2013,case,3,5.18,4.14
3/7/2013,fret,3,3.73,5.89
3/7/2013,god,3,5.9,5.56
3/9/2013,die,3,1.67,6.9
3/14/2013,steal,3,2.17,5.3
3/17/2013,anxious,3,3.8,6.2
3/17/2013,god,3,5.9,5.56
3/21/2013,god,3,5.9,5.56
3/23/2013,gun,3,3.66,7.74
3/24/2013,stroke,3,4.19,4.95
3/24/2013,scar,3,3.71,6.55
3/24/2013,bad,3,3.24,4.86
3/24/2013,dreadful,3,2.6,4.5
3/26/2013,broken,3,2.75,4.86
3/27/2013,hate,3,1.96,6.26
3/30/2013,god,3,5.9,5.56
3/30/2013,radioactive,3,3.47,5.64
4/1/2013,god,3,5.9,5.56
4/1/2013,madness,3,2.86,6.25
4/2/2013,mum,3,5.43,3.35
4/2/2013,hide,3,4.9,3.52
4/2/2013,die,3,1.67,6.9
4/3/2013,spider,3,3.35,6.91
4/3/2013,dentist,3,4.02,5.73
4/4/2013,bitch,3,2.55,5.95
4/4/2013,fear,3,2.93,6.14
4/4/2013,kill,3,1.81,6.81
4/5/2013,bad,3,3.24,4.86
4/5/2013,worry,3,2.1,6.33
4/6/2013,die,3,1.67,6.9
4/7/2013,bear,3,5.33,4.5
4/7/2013,awful,3,2.28,4.86
4/9/2013,obsessed,3,3.6,6.24
4/10/2013,god,3,5.9,5.56
4/11/2013,insane,3,2.55,5.14
4/12/2013,suicide,3,1.58,6.21
4/12/2013,insane,3,2.55,5.14
4/13/2013,devil,3,3.11,5.4
4/13/2013,crazy,3,5.14,5.9
4/13/2013,awful,3,2.28,4.86
4/13/2013,doubt,3,3.28,4.33
4/14/2013,killer,3,1.89,7.86
4/14/2013,rebel,3,4.37,5.29
4/14/2013,mad,3,2.47,5.59
4/14/2013,watch,3,5.45,3.37
4/15/2013,bad,3,3.24,4.86
4/15/2013,enemy,3,2.22,5.3
4/15/2013,hurt,3,2.45,4.72
4/15/2013,hate,3,1.96,6.26
4/15/2013,awful,3,2.28,4.86
4/16/2013,capture,3,5.05,5.43
4/16/2013,god,3,5.9,5.56
4/16/2013,hate,3,1.96,6.26
4/17/2013,god,3,5.9,5.56
4/18/2013,hate,3,1.96,6.26
4/18/2013,remove,3,4.21,3.11
4/19/2013,suspect,3,2.39,4.57
4/19/2013,awful,3,2.28,4.86
4/20/2013,struggle,3,3,5.9
4/21/2013,chicken,3,6.17,3.2
4/21/2013,warning,3,3.48,6.25
4/21/2013,insane,3,2.55,5.14
4/21/2013,watch,3,5.45,3.37
4/22/2013,sickness,3,2.4,3.95
4/22/2013,dreadful,3,2.6,4.5
4/22/2013,insane,3,2.55,5.14
4/24/2013,doubt,3,3.28,4.33
4/25/2013,endless,3,4,4.23
4/25/2013,force,3,4.17,5.35
4/25/2013,drown,3,2.33,5.35
4/26/2013,fire,3,4.32,6.05
4/26/2013,crazy,3,5.14,5.9
4/26/2013,discipline,3,5.9,5.8
4/27/2013,murderer,3,1.92,6.83
4/27/2013,hate,3,1.96,6.26
4/28/2013,die,3,1.67,6.9
4/29/2013,die,3,1.67,6.9
4/29/2013,bad,3,3.24,4.86
5/1/2013,fight,3,3.54,6.33
5/1/2013,crazy,3,5.14,5.9
5/1/2013,honest,3,8.16,4
5/2/2013,hate,3,1.96,6.26
5/6/2013,hell,3,2.55,6.26
5/8/2013,bad,3,3.24,4.86
5/8/2013,honest,3,8.16,4
5/8/2013,hate,3,1.96,6.26
5/10/2013,broken,3,2.75,4.86
5/10/2013,awful,3,2.28,4.86
5/11/2013,watch,3,5.45,3.37
5/12/2013,watch,3,5.45,3.37
5/14/2013,exam,3,2.76,7.03
5/16/2013,bait,3,4,3.5
5/17/2013,watch,3,5.45,3.37
5/17/2013,hang,3,4.33,5.4
5/18/2013,killing,3,1.95,5.52
5/19/2013,bad,3,3.24,4.86
5/20/2013,pain,3,2,6.27
5/20/2013,mad,3,2.47,5.59
5/21/2013,worry,3,2.1,6.33
5/21/2013,worry,3,2.1,6.33
5/21/2013,fear,3,2.93,6.14
5/21/2013,bad,3,3.24,4.86
5/23/2013,fight,3,3.54,6.33
5/25/2013,exam,3,2.76,7.03
5/25/2013,god,3,5.9,5.56
5/25/2013,god,3,5.9,5.56
5/26/2013,hell,3,2.55,6.26
5/27/2013,god,3,5.9,5.56
5/27/2013,insane,3,2.55,5.14
5/28/2013,hang,3,4.33,5.4
5/29/2013,exam,3,2.76,7.03
5/30/2013,exam,3,2.76,7.03
5/31/2013,worry,3,2.1,6.33
6/2/2013,purge,3,3.61,5.45
6/2/2013,scary,3,3.24,6.69
6/2/2013,intelligence,3,7.65,6.32
6/2/2013,god,3,5.9,5.56
6/3/2013,die,3,1.67,6.9
8/2/2012,me,4,8.06,5.97
8/3/2012,think,4,6.41,5.34
8/3/2012,me,4,8.06,5.97
8/3/2012,know,4,6.93,5.77
8/3/2012,like,4,7.52,6.63
8/3/2012,home,4,7.91,4.21
8/3/2012,happy,4,8.47,6.05
8/3/2012,know,4,6.93,5.77
8/3/2012,know,4,6.93,5.77
8/3/2012,family,4,7.65,4.8
8/3/2012,love,4,8,5.36
8/3/2012,family,4,7.65,4.8
8/3/2012,video,4,7.3,5.67
8/3/2012,dance,4,7.27,5.48
8/3/2012,music,4,7.67,5.57
8/3/2012,video,4,7.3,5.67
8/3/2012,artist,4,6.59,4.94
8/4/2012,music,4,7.67,5.57
8/4/2012,able,4,6.74,4.3
8/4/2012,me,4,8.06,5.97
8/4/2012,right,4,6.45,4.79
8/4/2012,wish,4,7.09,5.16
8/4/2012,heart,4,7.39,6.34
8/4/2012,gold,4,7.28,6.35
8/4/2012,day,4,6.66,5
8/4/2012,me,4,8.06,5.97
8/4/2012,life,4,7.27,6.02
8/4/2012,happy,4,8.47,6.05
8/4/2012,beautiful,4,7.61,5.71
8/4/2012,play,4,8.1,6.93
8/4/2012,game,4,6.98,5.89
8/5/2012,love,4,8,5.36
8/6/2012,love,4,8,5.36
8/6/2012,glad,4,7.55,3.71
8/6/2012,song,4,7.1,6.07
8/6/2012,me,4,8.06,5.97
8/7/2012,energy,4,7.23,6.9
8/7/2012,song,4,7.1,6.07
8/7/2012,day,4,6.66,5
8/7/2012,day,4,6.66,5
8/7/2012,day,4,6.66,5
8/7/2012,house,4,7.26,4.56
8/7/2012,blessed,4,7.5,3.55
8/8/2012,like,4,7.52,6.63
8/8/2012,music,4,7.67,5.57
8/8/2012,watermelon,4,6.52,5.18
8/9/2012,life,4,7.27,6.02
8/9/2012,lunch,4,7.21,5.43
8/9/2012,lunch,4,7.21,5.43
8/10/2012,love,4,8,5.36
8/10/2012,right,4,6.45,4.79
8/10/2012,wish,4,7.09,5.16
8/10/2012,life,4,7.27,6.02
8/10/2012,me,4,8.06,5.97
8/10/2012,song,4,7.1,6.07
8/10/2012,heart,4,7.39,6.34
8/10/2012,me,4,8.06,5.97
8/10/2012,child,4,7.2,5.33
8/10/2012,me,4,8.06,5.97
8/10/2012,people,4,7.33,5.94
8/10/2012,joke,4,7.88,5.73
8/10/2012,day,4,6.66,5
8/10/2012,gold,4,7.28,6.35
8/10/2012,proud,4,7,5.55
8/10/2012,soft,4,7.12,4.63
8/10/2012,happy,4,8.47,6.05
8/10/2012,purr,4,6.43,3.84
8/10/2012,purr,4,6.43,3.84
8/10/2012,purr,4,6.43,3.84
8/10/2012,movie,4,6.86,4.93
8/11/2012,song,4,7.1,6.07
8/11/2012,gold,4,7.28,6.35
8/12/2012,loved,4,8.64,6.38
8/12/2012,perfect,4,7.19,4.71
8/12/2012,song,4,7.1,6.07
8/12/2012,man,4,6.73,5.24
8/12/2012,idea,4,7,5.86
8/12/2012,think,4,6.41,5.34
8/12/2012,like,4,7.52,6.63
8/12/2012,me,4,8.06,5.97
8/12/2012,day,4,6.66,5
8/12/2012,gold,4,7.28,6.35
8/12/2012,proud,4,7,5.55
8/13/2012,song,4,7.1,6.07
8/13/2012,love,4,8,5.36
8/13/2012,red,4,6.41,5.29
8/13/2012,family,4,7.65,4.8
8/14/2012,dove,4,6.9,3.27
8/14/2012,beauty,4,7.58,4.89
8/14/2012,dreams,4,7.14,6.48
8/15/2012,day,4,6.66,5
8/15/2012,know,4,6.93,5.77
8/15/2012,right,4,6.45,4.79
8/15/2012,agree,4,7.17,3.62
8/15/2012,happy,4,8.47,6.05
8/16/2012,music,4,7.67,5.57
8/16/2012,love,4,8,5.36
8/17/2012,me,4,8.06,5.97
8/17/2012,home,4,7.91,4.21
8/17/2012,bed,4,7.51,3.61
8/17/2012,rest,4,7.86,2.29
8/17/2012,day,4,6.66,5
8/17/2012,pretty,4,7.7,5.5
8/18/2012,bed,4,7.51,3.61
8/18/2012,like,4,7.52,6.63
8/18/2012,movie,4,6.86,4.93
8/18/2012,dreams,4,7.14,6.48
8/18/2012,cute,4,7.56,5.05
8/19/2012,like,4,7.52,6.63
8/19/2012,me,4,8.06,5.97
8/19/2012,day,4,6.66,5
8/19/2012,love,4,8,5.36
8/19/2012,day,4,6.66,5
8/20/2012,happy,4,8.47,6.05
8/20/2012,enjoy,4,7.67,5
8/21/2012,family,4,7.65,4.8
8/21/2012,people,4,7.33,5.94
8/21/2012,know,4,6.93,5.77
8/21/2012,epic,4,7.19,4.8
8/21/2012,love,4,8,5.36
8/21/2012,day,4,6.66,5
8/21/2012,love,4,8,5.36
8/22/2012,family,4,7.65,4.8
8/22/2012,special,4,7.5,3.48
8/22/2012,friend,4,6.79,4.29
8/22/2012,home,4,7.91,4.21
8/22/2012,love,4,8,5.36
8/22/2012,girl,4,6.87,4.29
8/22/2012,love,4,8,5.36
8/22/2012,love,4,8,5.36
8/23/2012,like,4,7.52,6.63
8/23/2012,song,4,7.1,6.07
8/23/2012,inspire,4,7.42,5.9
8/23/2012,people,4,7.33,5.94
8/23/2012,people,4,7.33,5.94
8/23/2012,understand,4,7.13,5
8/23/2012,understand,4,7.13,5
8/24/2012,pretty,4,7.7,5.5
8/25/2012,shining,4,5.84,3.89
8/25/2012,bright,4,7.5,5.4
8/25/2012,rest,4,7.86,2.29
8/25/2012,day,4,6.66,5
8/25/2012,man,4,6.73,5.24
8/25/2012,inspiration,4,6.53,4.77
8/28/2012,girl,4,6.87,4.29
8/28/2012,honey,4,7.27,4.38
8/28/2012,think,4,6.41,5.34
8/28/2012,right,4,6.45,4.79
8/28/2012,me,4,8.06,5.97
8/28/2012,day,4,6.66,5
8/29/2012,right,4,6.45,4.79
8/29/2012,happy,4,8.47,6.05
8/29/2012,love,4,8,5.36
9/1/2012,love,4,8,5.36
9/1/2012,life,4,7.27,6.02
9/2/2012,sunglasses,4,6.47,4.9
9/2/2012,me,4,8.06,5.97
9/2/2012,think,4,6.41,5.34
9/2/2012,like,4,7.52,6.63
9/2/2012,mind,4,6.68,5
9/2/2012,day,4,6.66,5
9/2/2012,me,4,8.06,5.97
9/2/2012,video,4,7.3,5.67
9/2/2012,love,4,8,5.36
9/2/2012,garden,4,7.25,3.71
9/3/2012,like,4,7.52,6.63
9/3/2012,people,4,7.33,5.94
9/3/2012,green,4,6.29,4.07
9/3/2012,power,4,6.54,6.67
9/3/2012,life,4,7.27,6.02
9/3/2012,like,4,7.52,6.63
9/3/2012,party,4,7.86,6.69
9/3/2012,me,4,8.06,5.97
9/3/2012,like,4,7.52,6.63
9/3/2012,me,4,8.06,5.97
9/3/2012,happy,4,8.47,6.05
9/3/2012,me,4,8.06,5.97
9/3/2012,think,4,6.41,5.34
9/3/2012,like,4,7.52,6.63
9/3/2012,play,4,8.1,6.93
9/3/2012,music,4,7.67,5.57
9/3/2012,video,4,7.3,5.67
9/3/2012,day,4,6.66,5
9/3/2012,beach,4,7.21,5.1
9/4/2012,like,4,7.52,6.63
9/4/2012,mind,4,6.68,5
9/5/2012,love,4,8,5.36
9/5/2012,love,4,8,5.36
9/5/2012,concert,4,7.66,7.32
9/5/2012,idea,4,7,5.86
9/6/2012,love,4,8,5.36
9/6/2012,me,4,8.06,5.97
9/6/2012,love,4,8,5.36
9/6/2012,fun,4,8.37,6.32
9/6/2012,mother,4,7.53,4.73
9/6/2012,happy,4,8.47,6.05
9/6/2012,love,4,8,5.36
9/6/2012,first,4,6.89,6.14
9/6/2012,man,4,6.73,5.24
9/6/2012,first,4,6.89,6.14
9/6/2012,man,4,6.73,5.24
9/6/2012,video,4,7.3,5.67
9/6/2012,idea,4,7,5.86
9/7/2012,fun,4,8.37,6.32
9/7/2012,people,4,7.33,5.94
9/7/2012,gorgeous,4,7.57,4.92
9/7/2012,like,4,7.52,6.63
9/8/2012,love,4,8,5.36
9/8/2012,day,4,6.66,5
9/9/2012,song,4,7.1,6.07
9/9/2012,house,4,7.26,4.56
9/10/2012,love,4,8,5.36
9/11/2012,proud,4,7,5.55
9/11/2012,special,4,7.5,3.48
9/11/2012,day,4,6.66,5
9/11/2012,enjoy,4,7.67,5
9/12/2012,me,4,8.06,5.97
9/12/2012,perfect,4,7.19,4.71
9/12/2012,me,4,8.06,5.97
9/12/2012,give,4,7.13,5.33
9/12/2012,heart,4,7.39,6.34
9/12/2012,fun,4,8.37,6.32
9/12/2012,song,4,7.1,6.07
9/13/2012,me,4,8.06,5.97
9/13/2012,love,4,8,5.36
9/13/2012,music,4,7.67,5.57
9/13/2012,music,4,7.67,5.57
9/13/2012,happy,4,8.47,6.05
9/13/2012,day,4,6.66,5
9/14/2012,love,4,8,5.36
9/14/2012,like,4,7.52,6.63
9/14/2012,care,4,7.53,6.03
9/14/2012,cute,4,7.56,5.05
9/14/2012,tall,4,6.64,4.82
9/14/2012,gorgeous,4,7.57,4.92
9/14/2012,head,4,6.63,5.7
9/14/2012,first,4,6.89,6.14
9/14/2012,comfortable,4,8.07,3.59
9/14/2012,lovable,4,8.26,5.41
9/15/2012,love,4,8,5.36
9/15/2012,day,4,6.66,5
9/16/2012,love,4,8,5.36
9/16/2012,love,4,8,5.36
9/16/2012,promise,4,6.64,3.9
9/16/2012,love,4,8,5.36
9/16/2012,car,4,7.73,6.24
9/16/2012,party,4,7.86,6.69
9/16/2012,love,4,8,5.36
9/16/2012,people,4,7.33,5.94
9/16/2012,respect,4,6.79,4.79
9/17/2012,kind,4,7.78,3.19
9/17/2012,loving,4,8.28,6.21
9/17/2012,heart,4,7.39,6.34
9/17/2012,perfect,4,7.19,4.71
9/17/2012,think,4,6.41,5.34
9/17/2012,love,4,8,5.36
9/17/2012,treasure,4,7.65,6.3
9/17/2012,me,4,8.06,5.97
9/18/2012,me,4,8.06,5.97
9/18/2012,friend,4,6.79,4.29
9/18/2012,friend,4,6.79,4.29
9/18/2012,love,4,8,5.36
9/19/2012,movie,4,6.86,4.93
9/19/2012,charming,4,7.05,5
9/20/2012,day,4,6.66,5
9/20/2012,think,4,6.41,5.34
9/20/2012,perfect,4,7.19,4.71
9/20/2012,song,4,7.1,6.07
9/20/2012,music,4,7.67,5.57
9/20/2012,video,4,7.3,5.67
9/20/2012,perfect,4,7.19,4.71
9/20/2012,video,4,7.3,5.67
9/20/2012,video,4,7.3,5.67
9/21/2012,heart,4,7.39,6.34
9/21/2012,friend,4,6.79,4.29
9/22/2012,like,4,7.52,6.63
9/22/2012,movie,4,6.86,4.93
9/22/2012,love,4,8,5.36
9/22/2012,love,4,8,5.36
9/22/2012,mother,4,7.53,4.73
9/22/2012,know,4,6.93,5.77
9/22/2012,love,4,8,5.36
9/23/2012,day,4,6.66,5
9/23/2012,life,4,7.27,6.02
9/23/2012,baby,4,6.67,4.97
9/23/2012,love,4,8,5.36
9/23/2012,know,4,6.93,5.77
9/23/2012,like,4,7.52,6.63
9/23/2012,popcorn,4,6.93,4.89
9/23/2012,movie,4,6.86,4.93
9/23/2012,like,4,7.52,6.63
9/23/2012,like,4,7.52,6.63
9/23/2012,song,4,7.1,6.07
9/24/2012,girl,4,6.87,4.29
9/24/2012,pretty,4,7.7,5.5
9/25/2012,like,4,7.52,6.63
9/25/2012,love,4,8,5.36
9/25/2012,love,4,8,5.36
9/25/2012,love,4,8,5.36
9/25/2012,me,4,8.06,5.97
9/26/2012,proud,4,7,5.55
9/26/2012,love,4,8,5.36
9/26/2012,lunch,4,7.21,5.43
9/26/2012,like,4,7.52,6.63
9/26/2012,complete,4,8.17,5.75
9/26/2012,love,4,8,5.36
9/26/2012,love,4,8,5.36
9/26/2012,me,4,8.06,5.97
9/26/2012,me,4,8.06,5.97
9/27/2012,life,4,7.27,6.02
9/27/2012,love,4,8,5.36
9/28/2012,love,4,8,5.36
9/28/2012,man,4,6.73,5.24
9/28/2012,beautiful,4,7.61,5.71
9/28/2012,taste,4,6.66,5.22
9/28/2012,music,4,7.67,5.57
9/28/2012,like,4,7.52,6.63
9/28/2012,girl,4,6.87,4.29
9/28/2012,me,4,8.06,5.97
9/29/2012,know,4,6.93,5.77
9/29/2012,play,4,8.1,6.93
9/29/2012,play,4,8.1,6.93
9/30/2012,loving,4,8.28,6.21
9/30/2012,people,4,7.33,5.94
9/30/2012,think,4,6.41,5.34
9/30/2012,easy,4,7.1,4.48
9/30/2012,like,4,7.52,6.63
10/1/2012,proud,4,7,5.55
10/1/2012,love,4,8,5.36
10/1/2012,like,4,7.52,6.63
10/2/2012,me,4,8.06,5.97
10/2/2012,food,4,7.52,4.69
10/2/2012,princess,4,7.64,5.42
10/2/2012,know,4,6.93,5.77
10/3/2012,red,4,6.41,5.29
10/3/2012,song,4,7.1,6.07
10/3/2012,house,4,7.26,4.56
10/3/2012,like,4,7.52,6.63
10/3/2012,love,4,8,5.36
10/3/2012,day,4,6.66,5
10/4/2012,me,4,8.06,5.97
10/5/2012,day,4,6.66,5
10/5/2012,know,4,6.93,5.77
10/5/2012,kind,4,7.78,3.19
10/5/2012,me,4,8.06,5.97
10/5/2012,food,4,7.52,4.69
10/5/2012,day,4,6.66,5
10/5/2012,food,4,7.52,4.69
10/5/2012,me,4,8.06,5.97
10/5/2012,wish,4,7.09,5.16
10/5/2012,lips,4,7.13,6.27
10/5/2012,castle,4,7.43,6.13
10/5/2012,wish,4,7.09,5.16
10/5/2012,fun,4,8.37,6.32
10/5/2012,right,4,6.45,4.79
10/5/2012,photo,4,6.77,5.63
10/5/2012,like,4,7.52,6.63
10/5/2012,like,4,7.52,6.63
10/5/2012,girl,4,6.87,4.29
10/5/2012,girl,4,6.87,4.29
10/5/2012,loved,4,8.64,6.38
10/5/2012,me,4,8.06,5.97
10/6/2012,bed,4,7.51,3.61
10/6/2012,like,4,7.52,6.63
10/6/2012,fun,4,8.37,6.32
10/6/2012,me,4,8.06,5.97
10/6/2012,love,4,8,5.36
10/6/2012,know,4,6.93,5.77
10/6/2012,love,4,8,5.36
10/6/2012,sure,4,6.53,5
10/6/2012,car,4,7.73,6.24
10/6/2012,fun,4,8.37,6.32
10/7/2012,me,4,8.06,5.97
10/7/2012,people,4,7.33,5.94
10/7/2012,me,4,8.06,5.97
10/7/2012,gorgeous,4,7.57,4.92
10/7/2012,know,4,6.93,5.77
10/7/2012,like,4,7.52,6.63
10/7/2012,baby,4,6.67,4.97
10/7/2012,people,4,7.33,5.94
10/7/2012,give,4,7.13,5.33
10/7/2012,willing,4,6.6,5.3
10/7/2012,me,4,8.06,5.97
10/7/2012,happy,4,8.47,6.05
10/7/2012,happy,4,8.47,6.05
10/7/2012,happy,4,8.47,6.05
10/7/2012,happy,4,8.47,6.05
10/7/2012,gorgeous,4,7.57,4.92
10/8/2012,learn,4,6.85,4.8
10/8/2012,dance,4,7.27,5.48
10/8/2012,learn,4,6.85,4.8
10/8/2012,day,4,6.66,5
10/8/2012,love,4,8,5.36
10/9/2012,cure,4,8.18,6.57
10/9/2012,day,4,6.66,5
10/9/2012,kid,4,6.42,5.35
10/9/2012,day,4,6.66,5
10/10/2012,blessed,4,7.5,3.55
10/10/2012,me,4,8.06,5.97
10/10/2012,love,4,8,5.36
10/10/2012,house,4,7.26,4.56
10/11/2012,family,4,7.65,4.8
10/11/2012,me,4,8.06,5.97
10/11/2012,wish,4,7.09,5.16
10/11/2012,love,4,8,5.36
10/11/2012,like,4,7.52,6.63
10/11/2012,christmas,4,7.8,6.27
10/11/2012,valentine,4,8.11,6.06
10/11/2012,think,4,6.41,5.34
10/11/2012,me,4,8.06,5.97
10/12/2012,song,4,7.1,6.07
10/12/2012,music,4,7.67,5.57
10/13/2012,pride,4,6.5,5.54
10/13/2012,love,4,8,5.36
10/13/2012,win,4,8.38,7.72
10/13/2012,friendship,4,7.76,5.2
10/13/2012,give,4,7.13,5.33
10/13/2012,me,4,8.06,5.97
10/13/2012,pretty,4,7.7,5.5
10/13/2012,first,4,6.89,6.14
10/13/2012,loved,4,8.64,6.38
10/13/2012,dance,4,7.27,5.48
10/13/2012,style,4,6.82,5.36
10/15/2012,love,4,8,5.36
10/15/2012,think,4,6.41,5.34
10/15/2012,people,4,7.33,5.94
10/15/2012,funny,4,8.56,7
10/15/2012,people,4,7.33,5.94
10/15/2012,energy,4,7.23,6.9
10/16/2012,day,4,6.66,5
10/16/2012,imagine,4,7.32,5.98
10/17/2012,me,4,8.06,5.97
10/17/2012,kind,4,7.78,3.19
10/17/2012,wish,4,7.09,5.16
10/18/2012,loving,4,8.28,6.21
10/18/2012,red,4,6.41,5.29
10/18/2012,ocean,4,7.12,4.95
10/18/2012,people,4,7.33,5.94
10/18/2012,friend,4,6.79,4.29
10/18/2012,me,4,8.06,5.97
10/19/2012,day,4,6.66,5
10/19/2012,love,4,8,5.36
10/19/2012,me,4,8.06,5.97
10/19/2012,me,4,8.06,5.97
10/19/2012,love,4,8,5.36
10/19/2012,like,4,7.52,6.63
10/19/2012,high,4,6.62,5.56
10/19/2012,capable,4,7.16,5.08
10/19/2012,funny,4,8.56,7
10/19/2012,like,4,7.52,6.63
10/19/2012,people,4,7.33,5.94
10/19/2012,loved,4,8.64,6.38
10/19/2012,dreams,4,7.14,6.48
10/19/2012,love,4,8,5.36
10/19/2012,fly,4,7.29,6.64
10/19/2012,house,4,7.26,4.56
10/20/2012,like,4,7.52,6.63
10/20/2012,kids,4,6.91,5.27
10/20/2012,kids,4,6.91,5.27
10/20/2012,cute,4,7.56,5.05
10/20/2012,like,4,7.52,6.63
10/21/2012,me,4,8.06,5.97
10/21/2012,people,4,7.33,5.94
10/21/2012,me,4,8.06,5.97
10/21/2012,christmas,4,7.8,6.27
10/21/2012,love,4,8,5.36
10/21/2012,happy,4,8.47,6.05
10/22/2012,give,4,7.13,5.33
10/22/2012,grace,4,7,4.12
10/22/2012,love,4,8,5.36
10/22/2012,game,4,6.98,5.89
10/22/2012,play,4,8.1,6.93
10/22/2012,right,4,6.45,4.79
10/23/2012,popcorn,4,6.93,4.89
10/24/2012,first,4,6.89,6.14
10/24/2012,friend,4,6.79,4.29
10/24/2012,think,4,6.41,5.34
10/24/2012,pretty,4,7.7,5.5
10/24/2012,me,4,8.06,5.97
10/25/2012,like,4,7.52,6.63
10/25/2012,helpful,4,7.43,3.88
10/25/2012,mind,4,6.68,5
10/25/2012,think,4,6.41,5.34
10/26/2012,loving,4,8.28,6.21
10/26/2012,like,4,7.52,6.63
10/26/2012,mind,4,6.68,5
10/26/2012,free,4,8.26,5.15
10/26/2012,wish,4,7.09,5.16
10/26/2012,happy,4,8.47,6.05
10/26/2012,me,4,8.06,5.97
10/26/2012,me,4,8.06,5.97
10/26/2012,gorgeous,4,7.57,4.92
10/26/2012,pizza,4,6.65,5.24
10/26/2012,glad,4,7.55,3.71
10/27/2012,like,4,7.52,6.63
10/27/2012,right,4,6.45,4.79
10/27/2012,me,4,8.06,5.97
10/27/2012,funny,4,8.56,7
10/27/2012,heart,4,7.39,6.34
10/27/2012,me,4,8.06,5.97
10/27/2012,food,4,7.52,4.69
10/27/2012,sing,4,7.5,4.1
10/27/2012,like,4,7.52,6.63
10/27/2012,me,4,8.06,5.97
10/27/2012,photo,4,6.77,5.63
10/27/2012,right,4,6.45,4.79
10/27/2012,football,4,6.52,5.65
10/27/2012,football,4,6.52,5.65
10/27/2012,day,4,6.66,5
10/27/2012,proud,4,7,5.55
10/27/2012,win,4,8.38,7.72
10/28/2012,me,4,8.06,5.97
10/28/2012,like,4,7.52,6.63
10/28/2012,know,4,6.93,5.77
10/28/2012,breeze,4,6.85,4.37
10/29/2012,style,4,6.82,5.36
10/30/2012,house,4,7.26,4.56
10/30/2012,care,4,7.53,6.03
10/30/2012,daughter,4,6.73,5
10/31/2012,song,4,7.1,6.07
10/31/2012,head,4,6.63,5.7
10/31/2012,friend,4,6.79,4.29
10/31/2012,life,4,7.27,6.02
10/31/2012,vacation,4,8.53,5.22
10/31/2012,song,4,7.1,6.07
10/31/2012,love,4,8,5.36
10/31/2012,me,4,8.06,5.97
10/31/2012,know,4,6.93,5.77
11/1/2012,christmas,4,7.8,6.27
11/1/2012,me,4,8.06,5.97
11/1/2012,turtle,4,6.78,4.85
11/2/2012,music,4,7.67,5.57
11/2/2012,gold,4,7.28,6.35
11/2/2012,wish,4,7.09,5.16
11/2/2012,people,4,7.33,5.94
11/2/2012,love,4,8,5.36
11/2/2012,like,4,7.52,6.63
11/2/2012,home,4,7.91,4.21
11/2/2012,guitar,4,6.86,5.82
11/2/2012,perfect,4,7.19,4.71
11/2/2012,happy,4,8.47,6.05
11/3/2012,like,4,7.52,6.63
11/3/2012,beautiful,4,7.61,5.71
11/3/2012,people,4,7.33,5.94
11/3/2012,love,4,8,5.36
11/4/2012,people,4,7.33,5.94
11/4/2012,security,4,7.28,4.22
11/4/2012,movie,4,6.86,4.93
11/5/2012,mind,4,6.68,5
11/5/2012,life,4,7.27,6.02
11/5/2012,happy,4,8.47,6.05
11/5/2012,love,4,8,5.36
11/6/2012,girl,4,6.87,4.29
11/6/2012,day,4,6.66,5
11/6/2012,me,4,8.06,5.97
11/6/2012,love,4,8,5.36
11/6/2012,first,4,6.89,6.14
11/6/2012,day,4,6.66,5
11/6/2012,love,4,8,5.36
11/6/2012,love,4,8,5.36
11/6/2012,food,4,7.52,4.69
11/7/2012,me,4,8.06,5.97
11/7/2012,gorgeous,4,7.57,4.92
11/7/2012,christmas,4,7.8,6.27
11/7/2012,wish,4,7.09,5.16
11/8/2012,know,4,6.93,5.77
11/8/2012,happy,4,8.47,6.05
11/8/2012,imagine,4,7.32,5.98
11/8/2012,song,4,7.1,6.07
11/9/2012,sing,4,7.5,4.1
11/9/2012,mind,4,6.68,5
11/9/2012,love,4,8,5.36
11/9/2012,like,4,7.52,6.63
11/10/2012,day,4,6.66,5
11/11/2012,special,4,7.5,3.48
11/11/2012,like,4,7.52,6.63
11/11/2012,passion,4,7.53,6.08
11/12/2012,know,4,6.93,5.77
11/12/2012,home,4,7.91,4.21
11/12/2012,rainbow,4,8.14,4.64
11/12/2012,friend,4,6.79,4.29
11/13/2012,me,4,8.06,5.97
11/13/2012,entertaining,4,8,5.28
11/13/2012,me,4,8.06,5.97
11/13/2012,health,4,6.81,5.13
11/14/2012,enchanted,4,7.16,5.27
11/14/2012,give,4,7.13,5.33
11/14/2012,me,4,8.06,5.97
11/14/2012,me,4,8.06,5.97
11/14/2012,fly,4,7.29,6.64
11/14/2012,car,4,7.73,6.24
11/14/2012,me,4,8.06,5.97
11/14/2012,car,4,7.73,6.24
11/14/2012,think,4,6.41,5.34
11/14/2012,people,4,7.33,5.94
11/14/2012,give,4,7.13,5.33
11/14/2012,care,4,7.53,6.03
11/14/2012,christmas,4,7.8,6.27
11/14/2012,high,4,6.62,5.56
11/14/2012,day,4,6.66,5
11/14/2012,day,4,6.66,5
11/15/2012,right,4,6.45,4.79
11/15/2012,fun,4,8.37,6.32
11/15/2012,learn,4,6.85,4.8
11/15/2012,day,4,6.66,5
11/16/2012,wish,4,7.09,5.16
11/16/2012,wish,4,7.09,5.16
11/16/2012,video,4,7.3,5.67
11/16/2012,me,4,8.06,5.97
