time,word,wordId,cate,v,a
3/22/2013,hope,1907,1,7.48,5.29
3/22/2013,enjoy,1908,1,7.67,5
3/22/2013,red,1911,1,6.41,5.29
3/23/2013,waffle,1925,1,6.75,4.5
3/24/2013,sorry,1934,1,3.62,5.11
3/24/2013,overwhelmed,1936,1,2.8,4.9
3/24/2013,fly,1941,1,7.29,6.64
3/24/2013,worth,1952,1,6.15,4.62
3/24/2013,bad,1955,1,3.24,4.86
3/25/2013,bus,1958,1,4.51,3.55
3/25/2013,beautiful,1965,1,7.61,5.71
3/27/2013,pretty,1989,1,7.7,5.5
3/28/2013,love,2005,1,8,5.36
3/29/2013,dream,2014,1,6.73,4.53
3/30/2013,green,2034,1,6.29,4.07
3/30/2013,wait,2036,1,4.55,3.62
3/30/2013,like,2046,1,7.52,6.63
3/30/2013,head,2051,1,6.63,5.7
4/1/2013,song,2059,1,7.1,6.07
4/3/2013,man,2103,1,6.73,5.24
4/3/2013,freedom,2106,1,7.72,5.67
4/4/2013,girl,2138,1,6.87,4.29
4/4/2013,traffic,2143,1,2.27,5.8
4/4/2013,album,2145,1,6.21,5.18
4/5/2013,bad,2164,1,3.24,4.86
4/5/2013,love,2173,1,8,5.36
4/6/2013,dinner,2178,1,6.4,3.85
4/7/2013,day,2220,1,6.66,5
4/7/2013,deserve,2221,1,6.77,4.5
4/7/2013,good,2231,1,7.89,3.66
4/7/2013,day,2232,1,6.66,5
4/9/2013,happy,2245,1,8.47,6.05
4/11/2013,wait,2267,1,4.55,3.62
4/12/2013,simple,2282,1,6.5,3.73
4/12/2013,save,2283,1,7.26,4.62
4/12/2013,life,2284,1,7.27,6.02
4/12/2013,people,2286,1,7.33,5.94
4/12/2013,insane,2288,1,2.55,5.14
4/12/2013,golf,2299,1,4.83,3.9
4/12/2013,perfect,2300,1,7.19,4.71
4/12/2013,puddle,2301,1,5.07,4.14
4/13/2013,train,2315,1,5.59,4.85
4/14/2013,question,2333,1,6.36,3.67
4/14/2013,happy,2341,1,8.47,6.05
4/14/2013,rebel,2343,1,4.37,5.29
4/14/2013,mad,2347,1,2.47,5.59
4/14/2013,baby,2358,1,6.67,4.97
4/14/2013,cute,2359,1,7.56,5.05
4/15/2013,death,2368,1,1.89,5.53
4/15/2013,awful,2380,1,2.28,4.86
4/15/2013,right,2382,1,6.45,4.79
4/16/2013,wish,2389,1,7.09,5.16
4/16/2013,forget,2404,1,3.73,4.43
4/17/2013,food,2422,1,7.52,4.69
4/17/2013,wish,2428,1,7.09,5.16
4/17/2013,game,2433,1,6.98,5.89
4/18/2013,give,2449,1,7.13,5.33
4/18/2013,remove,2453,1,4.21,3.11
4/19/2013,crap,2460,1,3.44,4.62
4/19/2013,nose,2462,1,5.5,3.1
4/19/2013,awful,2469,1,2.28,4.86
4/21/2013,night,2495,1,6.06,5.94
4/21/2013,people,2503,1,7.33,5.94
4/24/2013,week,2552,1,5.35,4.38
4/25/2013,practice,2561,1,5.72,2.5
4/25/2013,force,2564,1,4.17,5.35
4/25/2013,class,2565,1,4.37,3.93
4/25/2013,like,2566,1,7.52,6.63
4/25/2013,baby,2567,1,6.67,4.97
4/25/2013,part,2568,1,5.11,3.82
4/25/2013,pretty,2582,1,7.7,5.5
4/26/2013,explain,2591,1,5.41,4
4/26/2013,crazy,2595,1,5.14,5.9
4/26/2013,cool,2596,1,6.82,3.43
4/26/2013,discipline,2600,1,5.9,5.8
4/27/2013,me,2607,1,8.06,5.97
4/27/2013,beach,2610,1,7.21,5.1
4/27/2013,hate,2624,1,1.96,6.26
4/28/2013,sexy,2627,1,8.02,7.36
4/28/2013,gorgeous,2629,1,7.57,4.92
4/28/2013,lazy,2632,1,3.05,3.05
4/28/2013,airport,2641,1,6,5.5
4/28/2013,crush,2659,1,5.9,6.7
4/29/2013,teacher,2661,1,7.37,2.9
4/29/2013,swift,2669,1,5.83,4.88
4/29/2013,school,2673,1,5.41,4.57
4/29/2013,fun,2677,1,8.37,6.32
4/29/2013,wear,2685,1,6.36,3.33
4/30/2013,song,2690,1,7.1,6.07
5/1/2013,show,2694,1,5.91,4.1
5/1/2013,fight,2696,1,3.54,6.33
5/1/2013,easy,2698,1,7.1,4.48
5/1/2013,people,2701,1,7.33,5.94
5/1/2013,deserve,2702,1,6.77,4.5
5/1/2013,easy,2710,1,7.1,4.48
5/1/2013,cup,2714,1,5.44,3.7
5/1/2013,men,2723,1,6.66,5.69
5/1/2013,favorite,2726,1,7.39,4.4
5/1/2013,know,2728,1,6.93,5.77
5/3/2013,bed,2748,1,7.51,3.61
5/4/2013,art,2754,1,6.85,4.48
5/4/2013,hockey,2756,1,5.39,5
5/5/2013,know,2759,1,6.93,5.77
5/5/2013,me,2760,1,8.06,5.97
5/5/2013,medicine,2766,1,5.67,4.4
5/5/2013,house,2768,1,7.26,4.56
5/6/2013,good,2769,1,7.89,3.66
5/7/2013,famous,2777,1,5.89,4.2
5/7/2013,favorite,2779,1,7.39,4.4
5/7/2013,fall,2783,1,3.89,4.24
5/7/2013,starving,2785,1,2.86,5.1
5/7/2013,love,2788,1,8,5.36
5/7/2013,people,2794,1,7.33,5.94
5/8/2013,pretty,2805,1,7.7,5.5
5/8/2013,think,2810,1,6.41,5.34
5/8/2013,honest,2813,1,8.16,4
5/8/2013,pretty,2826,1,7.7,5.5
5/8/2013,people,2841,1,7.33,5.94
5/9/2013,people,2847,1,7.33,5.94
5/11/2013,pool,2862,1,6.78,3.65
5/11/2013,beach,2864,1,7.21,5.1
5/12/2013,favorite,2869,1,7.39,4.4
5/12/2013,movie,2873,1,6.86,4.93
5/12/2013,me,2879,1,8.06,5.97
5/12/2013,food,2880,1,7.52,4.69
5/13/2013,me,2888,1,8.06,5.97
5/14/2013,happen,2890,1,5.5,3.43
5/14/2013,school,2892,1,5.41,4.57
5/14/2013,excited,2898,1,8.11,6.43
5/15/2013,subway,2908,1,6.29,5.52
5/16/2013,hand,2921,1,5.95,4.4
5/16/2013,hand,2922,1,5.95,4.4
5/16/2013,shark,2925,1,4.02,5.27
5/17/2013,wait,2937,1,4.55,3.62
5/18/2013,want,2939,1,5.25,6
5/18/2013,baby,2940,1,6.67,4.97
5/18/2013,night,2944,1,6.06,5.94
5/19/2013,people,2965,1,7.33,5.94
5/20/2013,thing,2967,1,4.83,4.17
5/20/2013,cover,2968,1,5.59,3.76
5/21/2013,right,2989,1,6.45,4.79
5/21/2013,like,2993,1,7.52,6.63
5/21/2013,artist,3010,1,6.59,4.94
5/21/2013,excited,3011,1,8.11,6.43
5/21/2013,like,3018,1,7.52,6.63
5/23/2013,distraction,3049,1,4.05,3.94
5/23/2013,memory,3051,1,6.62,5.42
5/24/2013,me,3054,1,8.06,5.97
5/24/2013,surprise,3058,1,7.44,6.57
5/25/2013,night,3073,1,6.06,5.94
5/25/2013,album,3077,1,6.21,5.18
5/25/2013,pool,3079,1,6.78,3.65
5/25/2013,exam,3087,1,2.76,7.03
5/25/2013,god,3090,1,5.9,5.56
5/25/2013,cry,3095,1,3.22,5.45
5/25/2013,love,3101,1,8,5.36
5/26/2013,love,3113,1,8,5.36
5/27/2013,know,3134,1,6.93,5.77
5/27/2013,happy,3138,1,8.47,6.05
5/27/2013,excited,3148,1,8.11,6.43
5/27/2013,fun,3161,1,8.37,6.32
5/28/2013,fun,3179,1,8.37,6.32
5/29/2013,fan,3189,1,6.36,4.89
5/29/2013,class,3210,1,4.37,3.93
5/29/2013,ready,3215,1,6.64,3.9
5/30/2013,happy,3224,1,8.47,6.05
5/30/2013,idea,3227,1,7,5.86
5/31/2013,hour,3237,1,5.1,4.21
5/31/2013,wait,3240,1,4.55,3.62
6/1/2013,red,3246,1,6.41,5.29
6/2/2013,fan,3283,1,6.36,4.89
6/2/2013,soul,3290,1,6.72,4.39
6/2/2013,week,3296,1,5.35,4.38
6/2/2013,kid,3304,1,6.42,5.35
6/3/2013,day,3312,1,6.66,5
6/3/2013,know,3314,1,6.93,5.77
10/2/2012,gym,9,2,6.21,6.14
10/3/2012,forget,15,2,3.73,4.43
10/4/2012,class,30,2,4.37,3.93
10/5/2012,serious,38,2,5.08,4
10/5/2012,wish,49,2,7.09,5.16
10/5/2012,die,56,2,1.67,6.9
10/5/2012,field,62,2,6.2,4.08
10/5/2012,photo,63,2,6.77,5.63
10/5/2012,like,64,2,7.52,6.63
10/6/2012,me,87,2,8.06,5.97
10/7/2012,me,106,2,8.06,5.97
10/7/2012,baby,110,2,6.67,4.97
10/7/2012,happy,121,2,8.47,6.05
10/7/2012,gorgeous,125,2,7.57,4.92
10/8/2012,day,135,2,6.66,5
10/8/2012,love,136,2,8,5.36
10/9/2012,cure,140,2,8.18,6.57
10/9/2012,part,141,2,5.11,3.82
10/10/2012,quiz,146,2,4.53,4.95
10/10/2012,denial,154,2,3.57,4.85
10/11/2012,christmas,167,2,7.8,6.27
10/11/2012,wonder,169,2,6.03,5
10/13/2012,kick,182,2,4.55,5.1
10/13/2012,bother,189,2,4.44,4.2
10/15/2012,love,206,2,8,5.36
10/15/2012,people,211,2,7.33,5.94
10/17/2012,wish,220,2,7.09,5.16
10/18/2012,friend,232,2,6.79,4.29
10/18/2012,me,233,2,8.06,5.97
10/19/2012,maroon,240,2,5.41,4.37
10/19/2012,me,245,2,8.06,5.97
10/19/2012,capable,252,2,7.16,5.08
10/19/2012,blur,254,2,4.45,3.88
10/20/2012,like,273,2,7.52,6.63
10/20/2012,cute,280,2,7.56,5.05
10/21/2012,fail,295,2,1.79,6.31
10/21/2012,hope,299,2,7.48,5.29
10/22/2012,good,300,2,7.89,3.66
10/22/2012,year,304,2,5.41,4.22
10/22/2012,right,312,2,6.45,4.79
10/25/2012,think,348,2,6.41,5.34
10/26/2012,fall,356,2,3.89,4.24
10/26/2012,swift,357,2,5.83,4.88
10/26/2012,birthday,360,2,6.37,4.6
10/27/2012,funny,377,2,8.56,7
10/27/2012,sing,384,2,7.5,4.1
10/27/2012,mad,393,2,2.47,5.59
10/27/2012,good,398,2,7.89,3.66
10/27/2012,win,400,2,8.38,7.72
10/28/2012,start,407,2,6.41,4.81
10/29/2012,ready,416,2,6.64,3.9
10/29/2012,spice,421,2,6.55,4.06
10/30/2012,house,425,2,7.26,4.56
10/31/2012,life,435,2,7.27,6.02
10/31/2012,cool,439,2,6.82,3.43
11/1/2012,christmas,455,2,7.8,6.27
11/1/2012,me,457,2,8.06,5.97
11/2/2012,talk,468,2,6.64,3.38
11/2/2012,perfect,474,2,7.19,4.71
11/3/2012,like,480,2,7.52,6.63
11/4/2012,movie,489,2,6.86,4.93
11/5/2012,birthday,499,2,6.37,4.6
11/7/2012,christmas,517,2,7.8,6.27
11/7/2012,wish,519,2,7.09,5.16
11/8/2012,world,521,2,6.5,5.32
11/9/2012,sorry,532,2,3.62,5.11
11/11/2012,like,540,2,7.52,6.63
11/11/2012,clay,543,2,5.33,3.83
11/13/2012,bad,558,2,3.24,4.86
11/14/2012,fly,572,2,7.29,6.64
11/14/2012,people,581,2,7.33,5.94
11/14/2012,thing,583,2,4.83,4.17
11/14/2012,day,595,2,6.66,5
11/15/2012,rainy,605,2,5.55,4.33
11/16/2012,people,613,2,7.33,5.94
11/16/2012,blonde,615,2,6.18,4.86
11/16/2012,ice,620,2,5.92,4.67
11/17/2012,know,639,2,6.93,5.77
11/19/2012,thought,661,2,6.76,4.16
11/19/2012,love,663,2,8,5.36
11/20/2012,hope,674,2,7.48,5.29
11/21/2012,money,693,2,7.1,6.86
11/21/2012,class,715,2,4.37,3.93
11/22/2012,team,739,2,5.91,3.38
11/22/2012,day,743,2,6.66,5
11/22/2012,thanksgiving,746,2,6.79,4.95
11/23/2012,real,756,2,7.09,4.05
11/23/2012,fall,758,2,3.89,4.24
11/23/2012,frosting,762,2,7.23,5.47
11/23/2012,bed,765,2,7.51,3.61
11/24/2012,pretty,773,2,7.7,5.5
11/24/2012,want,781,2,5.25,6
11/24/2012,night,784,2,6.06,5.94
11/24/2012,safe,796,2,7.7,3.14
11/27/2012,hate,807,2,1.96,6.26
11/27/2012,smile,809,2,7.89,4.62
11/27/2012,know,812,2,6.93,5.77
11/27/2012,friend,813,2,6.79,4.29
11/27/2012,lunch,820,2,7.21,5.43
11/27/2012,like,825,2,7.52,6.63
11/29/2012,vote,846,2,5.24,5.05
11/30/2012,huge,853,2,5.39,5.75
11/30/2012,balance,856,2,6.84,4.13
11/30/2012,peace,862,2,7.75,4.65
12/1/2012,technology,871,2,5.53,4.62
12/2/2012,realize,873,2,6.25,5.26
12/2/2012,sadness,879,2,2.4,2.81
12/2/2012,house,881,2,7.26,4.56
12/3/2012,hope,890,2,7.48,5.29
12/4/2012,death,893,2,1.89,5.53
12/4/2012,proud,896,2,7,5.55
12/6/2012,friend,909,2,6.79,4.29
12/6/2012,window,911,2,5.91,3.97
12/6/2012,time,913,2,5.6,3.41
12/7/2012,compliment,916,2,7.24,5.9
12/8/2012,despicable,936,2,2.76,4.86
12/8/2012,real,938,2,7.09,4.05
12/9/2012,killer,949,2,1.89,7.86
12/9/2012,homework,950,2,3.32,4.74
12/9/2012,christmas,957,2,7.8,6.27
12/9/2012,day,959,2,6.66,5
12/11/2012,kiss,973,2,7.78,6.05
12/11/2012,wish,976,2,7.09,5.16
12/12/2012,official,982,2,5.75,4.04
12/14/2012,christmas,988,2,7.8,6.27
12/14/2012,album,990,2,6.21,5.18
12/14/2012,want,991,2,5.25,6
12/19/2012,know,1010,2,6.93,5.77
12/20/2012,funny,1019,2,8.56,7
12/20/2012,glad,1023,2,7.55,3.71
12/20/2012,birthday,1026,2,6.37,4.6
12/20/2012,right,1030,2,6.45,4.79
12/20/2012,like,1031,2,7.52,6.63
12/20/2012,christmas,1034,2,7.8,6.27
12/20/2012,guess,1035,2,5.18,3.86
12/22/2012,lazy,1058,2,3.05,3.05
12/22/2012,love,1062,2,8,5.36
12/23/2012,birthday,1072,2,6.37,4.6
12/23/2012,me,1073,2,8.06,5.97
12/24/2012,dog,1080,2,7.57,5.76
12/26/2012,love,1106,2,8,5.36
12/26/2012,girl,1116,2,6.87,4.29
12/27/2012,grow,1126,2,6.28,2.6
12/28/2012,honest,1129,2,8.16,4
12/29/2012,want,1145,2,5.25,6
12/29/2012,like,1148,2,7.52,6.63
12/29/2012,fight,1149,2,3.54,6.33
12/29/2012,day,1160,2,6.66,5
12/31/2012,right,1166,2,6.45,4.79
12/31/2012,christmas,1169,2,7.8,6.27
12/31/2012,year,1174,2,5.41,4.22
12/31/2012,wonder,1184,2,6.03,5
12/31/2012,like,1186,2,7.52,6.63
12/31/2012,year,1193,2,5.41,4.22
1/1/2013,fireworks,1204,2,7.55,6.67
1/2/2013,hurt,1205,2,2.45,4.72
1/2/2013,bridge,1219,2,5.26,5.03
1/2/2013,start,1228,2,6.41,4.81
1/5/2013,home,1240,2,7.91,4.21
1/5/2013,break,1243,2,5.1,4.71
1/5/2013,heart,1244,2,7.39,6.34
1/5/2013,give,1245,2,7.13,5.33
1/7/2013,music,1260,2,7.67,5.57
1/7/2013,caring,1273,2,6.84,4.38
1/7/2013,gallery,1274,2,6.03,4.07
1/8/2013,die,1279,2,1.67,6.9
1/10/2013,fake,1301,2,2.62,5.15
1/10/2013,ticket,1302,2,5.46,5.79
1/10/2013,irresponsible,1304,2,2.5,5
1/11/2013,song,1318,2,7.1,6.07
1/11/2013,good,1322,2,7.89,3.66
1/12/2013,birthday,1329,2,6.37,4.6
1/12/2013,beach,1330,2,7.21,5.1
1/13/2013,people,1336,2,7.33,5.94
1/13/2013,puppy,1344,2,7.85,5.84
1/17/2013,radio,1358,2,6,3.84
1/17/2013,team,1359,2,5.91,3.38
1/18/2013,movie,1362,2,6.86,4.93
1/18/2013,shark,1363,2,4.02,5.27
1/18/2013,bait,1364,2,4,3.5
1/19/2013,guide,1368,2,5.43,3.33
1/19/2013,wrong,1369,2,3.24,5.29
1/19/2013,expect,1371,2,5.95,4.86
1/19/2013,want,1376,2,5.25,6
1/19/2013,waffle,1377,2,6.75,4.5
1/19/2013,difficult,1379,2,3.78,4.45
1/20/2013,bad,1383,2,3.24,4.86
1/21/2013,sucker,1392,2,4,4.74
1/21/2013,house,1397,2,7.26,4.56
1/22/2013,city,1403,2,6.03,5.24
1/22/2013,bell,1406,2,5.38,4.45
1/22/2013,excited,1407,2,8.11,6.43
1/24/2013,me,1424,2,8.06,5.97
1/25/2013,play,1427,2,8.1,6.93
1/25/2013,full,1438,2,6,3.48
1/25/2013,eat,1441,2,7.1,4.38
1/25/2013,crazy,1442,2,5.14,5.9
1/26/2013,pasta,1451,2,6.69,4.94
1/26/2013,day,1460,2,6.66,5
1/29/2013,break,1470,2,5.1,4.71
1/29/2013,luck,1473,2,6.73,4.57
2/3/2013,happy,1510,2,8.47,6.05
2/3/2013,country,1511,2,5.93,5.26
2/3/2013,party,1513,2,7.86,6.69
2/5/2013,happy,1534,2,8.47,6.05
2/5/2013,special,1538,2,7.5,3.48
2/7/2013,hair,1553,2,5.56,4.48
2/7/2013,alarm,1559,2,3.86,6.85
2/7/2013,good,1560,2,7.89,3.66
2/9/2013,twin,1567,2,5.81,3.95
2/9/2013,cove,1569,2,5.67,3.17
2/13/2013,day,1581,2,6.66,5
2/15/2013,gorgeous,1601,2,7.57,4.92
2/16/2013,first,1604,2,6.89,6.14
2/16/2013,time,1611,2,5.6,3.41
2/16/2013,city,1612,2,6.03,5.24
2/16/2013,rainy,1614,2,5.55,4.33
2/17/2013,poor,1628,2,2.28,5.21
2/17/2013,world,1638,2,6.5,5.32
2/18/2013,school,1643,2,5.41,4.57
2/18/2013,weird,1650,2,5.09,4.29
2/18/2013,year,1655,2,5.41,4.22
2/20/2013,night,1659,2,6.06,5.94
2/22/2013,hate,1664,2,1.96,6.26
2/22/2013,crazy,1667,2,5.14,5.9
2/22/2013,fun,1668,2,8.37,6.32
2/23/2013,first,1670,2,6.89,6.14
2/25/2013,family,1679,2,7.65,4.8
2/26/2013,like,1687,2,7.52,6.63
2/27/2013,person,1697,2,6.32,4.19
3/1/2013,good,1716,2,7.89,3.66
3/3/2013,beautiful,1730,2,7.61,5.71
3/3/2013,friend,1733,2,6.79,4.29
3/3/2013,friend,1737,2,6.79,4.29
3/5/2013,obsessed,1741,2,3.6,6.24
3/5/2013,traffic,1753,2,2.27,5.8
3/7/2013,thought,1758,2,6.76,4.16
3/7/2013,think,1759,2,6.41,5.34
3/8/2013,time,1783,2,5.6,3.41
3/8/2013,world,1786,2,6.5,5.32
3/9/2013,want,1795,2,5.25,6
3/10/2013,wish,1801,2,7.09,5.16
3/12/2013,person,1819,2,6.32,4.19
3/12/2013,sure,1823,2,6.53,5
3/12/2013,show,1826,2,5.91,4.1
3/14/2013,steal,1833,2,2.17,5.3
3/16/2013,know,1844,2,6.93,5.77
3/17/2013,start,1861,2,6.41,4.81
3/17/2013,people,1864,2,7.33,5.94
3/17/2013,reason,1866,2,6.27,3.33
3/18/2013,attempt,1871,2,6,4.94
3/18/2013,lightning,1874,2,5.34,6.75
3/18/2013,bible,1876,2,5.97,4.57
3/18/2013,like,1879,2,7.52,6.63
3/18/2013,day,1881,2,6.66,5
3/18/2013,spring,1882,2,7.76,5.67
3/18/2013,hope,1884,2,7.48,5.29
3/18/2013,face,1885,2,6.39,5.04
3/20/2013,juice,1901,2,6.79,5.69
3/21/2013,loud,1904,2,4.77,6.1
3/22/2013,red,1912,2,6.41,5.29
3/23/2013,night,1916,2,6.06,5.94
3/24/2013,late,1935,2,3.32,5.57
3/24/2013,good,1949,2,7.89,3.66
3/24/2013,rain,1953,2,5.08,3.65
3/25/2013,smile,1964,2,7.89,4.62
3/26/2013,enjoy,1976,2,7.67,5
3/26/2013,broken,1979,2,2.75,4.86
3/26/2013,gorgeous,1980,2,7.57,4.92
3/28/2013,sad,1996,2,1.61,4.13
3/30/2013,memories,2020,2,7.48,6.1
3/30/2013,loved,2023,2,8.64,6.38
3/30/2013,car,2024,2,7.73,6.24
3/30/2013,green,2037,2,6.29,4.07
3/30/2013,wait,2039,2,4.55,3.62
3/30/2013,play,2045,2,8.1,6.93
3/30/2013,fact,2052,2,6.23,3.29
3/31/2013,tree,2056,2,7.59,2.67
4/1/2013,night,2060,2,6.06,5.94
4/1/2013,free,2064,2,8.26,5.15
4/1/2013,beach,2066,2,7.21,5.1
4/1/2013,school,2067,2,5.41,4.57
4/1/2013,tired,2071,2,4.29,3.67
4/1/2013,musical,2073,2,7.68,5.63
4/2/2013,want,2077,2,5.25,6
4/2/2013,smile,2080,2,7.89,4.62
4/2/2013,sequel,2097,2,5.76,3.35
4/2/2013,sequel,2098,2,5.76,3.35
4/3/2013,happy,2104,2,8.47,6.05
4/4/2013,soft,2112,2,7.12,4.63
4/4/2013,video,2119,2,7.3,5.67
4/4/2013,offer,2137,2,5.67,3.5
4/4/2013,awkward,2147,2,3.2,5.7
4/4/2013,birthday,2153,2,6.37,4.6
4/4/2013,rhythm,2157,2,6.42,5.14
4/5/2013,agree,2161,2,7.17,3.62
4/5/2013,professional,2163,2,6.29,4.4
4/5/2013,interesting,2167,2,6.78,5.1
4/5/2013,shine,2172,2,7.27,5.19
4/5/2013,life,2174,2,7.27,6.02
4/5/2013,hard,2175,2,5.22,5.12
4/7/2013,bear,2201,2,5.33,4.5
4/7/2013,popcorn,2218,2,6.93,4.89
4/8/2013,like,2235,2,7.52,6.63
4/9/2013,obsessed,2240,2,3.6,6.24
4/10/2013,juice,2253,2,6.79,5.69
4/10/2013,concert,2259,2,7.66,7.32
4/11/2013,funny,2269,2,8.56,7
4/12/2013,splash,2287,2,6.53,4.8
4/12/2013,dance,2295,2,7.27,5.48
4/12/2013,fish,2305,2,6.04,4
4/13/2013,devil,2308,2,3.11,5.4
4/13/2013,crazy,2310,2,5.14,5.9
4/15/2013,people,2377,2,7.33,5.94
4/16/2013,movie,2399,2,6.86,4.93
4/16/2013,friend,2400,2,6.79,4.29
4/17/2013,love,2407,2,8,5.36
4/17/2013,gift,2408,2,7.27,4.64
4/17/2013,lose,2409,2,3.59,5.43
4/17/2013,me,2411,2,8.06,5.97
4/17/2013,space,2414,2,6.78,5.14
4/17/2013,home,2415,2,7.91,4.21
4/17/2013,lunch,2419,2,7.21,5.43
4/17/2013,kids,2424,2,6.91,5.27
4/17/2013,leave,2431,2,4.68,4.48
4/17/2013,day,2442,2,6.66,5
4/18/2013,makeup,2452,2,5.64,4.48
4/18/2013,day,2454,2,6.66,5
4/19/2013,suspect,2466,2,2.39,4.57
4/19/2013,cute,2470,2,7.56,5.05
4/20/2013,me,2480,2,8.06,5.97
4/21/2013,insane,2496,2,2.55,5.14
4/21/2013,sunset,2508,2,7.46,4.68
4/22/2013,top,2513,2,6,4.33
4/22/2013,sickness,2517,2,2.4,3.95
4/22/2013,movie,2520,2,6.86,4.93
4/22/2013,jealous,2535,2,2.38,5.9
4/23/2013,know,2541,2,6.93,5.77
4/23/2013,stop,2543,2,3.96,4.26
4/25/2013,hair,2574,2,5.56,4.48
4/25/2013,priceless,2577,2,6.95,5.23
4/26/2013,fact,2590,2,6.23,3.29
4/27/2013,know,2606,2,6.93,5.77
4/27/2013,hunger,2611,2,2.76,5.36
4/27/2013,like,2615,2,7.52,6.63
4/28/2013,response,2628,2,5.67,5
4/28/2013,like,2645,2,7.52,6.63
4/28/2013,like,2649,2,7.52,6.63
4/28/2013,day,2654,2,6.66,5
4/29/2013,excuse,2663,2,4.52,3.61
4/29/2013,grace,2670,2,7,4.12
4/29/2013,tea,2676,2,5.87,4.13
4/29/2013,know,2678,2,6.93,5.77
4/29/2013,good,2679,2,7.89,3.66
4/29/2013,late,2681,2,3.32,5.57
4/29/2013,rain,2687,2,5.08,3.65
5/1/2013,home,2730,2,7.91,4.21
5/2/2013,hate,2733,2,1.96,6.26
5/3/2013,fun,2744,2,8.37,6.32
5/5/2013,rain,2765,2,5.08,3.65
5/6/2013,song,2774,2,7.1,6.07
5/6/2013,class,2776,2,4.37,3.93
5/7/2013,me,2792,2,8.06,5.97
5/7/2013,head,2801,2,6.63,5.7
5/7/2013,clown,2802,2,5.36,4.94
5/7/2013,play,2803,2,8.1,6.93
5/8/2013,tired,2814,2,4.29,3.67
5/8/2013,pretty,2829,2,7.7,5.5
5/8/2013,me,2831,2,8.06,5.97
5/8/2013,world,2833,2,6.5,5.32
5/8/2013,pool,2838,2,6.78,3.65
5/9/2013,science,2848,2,4.76,4.71
5/14/2013,person,2904,2,6.32,4.19
5/16/2013,face,2924,2,6.39,5.04
5/16/2013,city,2929,2,6.03,5.24
5/18/2013,home,2941,2,7.91,4.21
5/18/2013,old,2946,2,3.31,3.5
5/20/2013,person,2972,2,6.32,4.19
5/20/2013,rain,2975,2,5.08,3.65
5/20/2013,love,2983,2,8,5.36
5/21/2013,worry,3005,2,2.1,6.33
5/21/2013,fear,3006,2,2.93,6.14
5/23/2013,promise,3033,2,6.64,3.9
5/23/2013,love,3040,2,8,5.36
5/23/2013,lucky,3042,2,7.32,5.3
5/23/2013,fun,3043,2,8.37,6.32
5/24/2013,chance,3053,2,6.05,4.3
5/24/2013,mask,3062,2,5.23,4.58
5/25/2013,information,3067,2,6.33,2.3
5/25/2013,fall,3075,2,3.89,4.24
5/25/2013,people,3081,2,7.33,5.94
5/25/2013,think,3084,2,6.41,5.34
5/25/2013,love,3096,2,8,5.36
5/26/2013,like,3124,2,7.52,6.63
5/27/2013,brother,3131,2,6.18,4.48
5/27/2013,year,3132,2,5.41,4.22
5/27/2013,child,3133,2,7.2,5.33
5/27/2013,day,3140,2,6.66,5
5/27/2013,country,3154,2,5.93,5.26
5/27/2013,freedom,3155,2,7.72,5.67
5/27/2013,enjoy,3158,2,7.67,5
5/28/2013,trust,3165,2,7.24,4.3
5/28/2013,wait,3167,2,4.55,3.62
5/28/2013,me,3173,2,8.06,5.97
5/28/2013,me,3176,2,8.06,5.97
5/28/2013,high,3182,2,6.62,5.56
5/28/2013,school,3183,2,5.41,4.57
5/28/2013,idea,3184,2,7,5.86
5/29/2013,wish,3187,2,7.09,5.16
5/29/2013,laugh,3196,2,7.56,6.62
5/29/2013,day,3200,2,6.66,5
5/29/2013,computer,3202,2,6.24,4.75
5/29/2013,juice,3214,2,6.79,5.69
5/30/2013,school,3228,2,5.41,4.57
5/30/2013,exam,3231,2,2.76,7.03
6/1/2013,people,3253,2,7.33,5.94
6/1/2013,friend,3254,2,6.79,4.29
6/1/2013,good,3257,2,7.89,3.66
6/1/2013,love,3259,2,8,5.36
6/2/2013,love,3284,2,8,5.36
6/2/2013,army,3285,2,4.72,5.03
6/2/2013,care,3292,2,7.53,6.03
6/2/2013,tired,3298,2,4.29,3.67
6/2/2013,bless,3301,2,7,4.57
6/3/2013,wait,3309,2,4.55,3.62
6/4/2013,birthday,3321,2,6.37,4.6
10/2/2012,serious,1,3,5.08,4
10/2/2012,vote,4,3,5.24,5.05
10/3/2012,house,18,3,7.26,4.56
10/4/2012,weird,31,3,5.09,4.29
10/5/2012,holy,32,3,6.06,3.37
10/5/2012,ground,47,3,5.28,2.35
10/5/2012,player,61,3,5.55,5.95
10/5/2012,person,77,3,6.32,4.19
10/5/2012,birthday,81,3,6.37,4.6
10/6/2012,cup,83,3,5.44,3.7
10/6/2012,like,84,3,7.52,6.63
10/6/2012,love,95,3,8,5.36
10/7/2012,people,105,3,7.33,5.94
10/8/2012,chance,128,3,6.05,4.3
10/8/2012,learn,129,3,6.85,4.8
10/8/2012,god,137,3,5.9,5.56
10/13/2012,truth,177,3,7.19,3.88
10/13/2012,dance,201,3,7.27,5.48
10/15/2012,awkward,208,3,3.2,5.7
10/18/2012,bear,234,3,5.33,4.5
10/19/2012,top,235,3,6,4.33
10/19/2012,loved,265,3,8.64,6.38
10/21/2012,hate,287,3,1.96,6.26
10/21/2012,happy,297,3,8.47,6.05
